	allele
1499	HLAA0101
1500	HLAA0101
1501	HLAA0101
1502	HLAA0101
1503	HLAA0101
1504	HLAA0101
1505	HLAA0101
1506	HLAA0101
1507	HLAA0101
1508	HLAA0101
1509	HLAA0101
1510	HLAA0101
1511	HLAA0101
1512	HLAA0101
1513	HLAA0101
1514	HLAA0101
1515	HLAA0101
1516	HLAA0101
1517	HLAA0101
1518	HLAA0101
1519	HLAA0101
1520	HLAA0101
1521	HLAA0101
1522	HLAA0101
1523	HLAA0101
1524	HLAA0101
1525	HLAA0101
1526	HLAA0101
1527	HLAA0101
1528	HLAA0101
1529	HLAA0101
1530	HLAA0101
1531	HLAA0101
1532	HLAA0101
1533	HLAA0101
1534	HLAA0101
1535	HLAA0101
1536	HLAA0101
1537	HLAA0101
1538	HLAA0101
1539	HLAA0101
1540	HLAA0101
1541	HLAA0101
1542	HLAA0101
1543	HLAA0101
1544	HLAA0101
1545	HLAA0101
1546	HLAA0101
1547	HLAA0101
1548	HLAA0101
1549	HLAA0101
1550	HLAA0101
1551	HLAA0101
1552	HLAA0101
1553	HLAA0101
1554	HLAA0101
1555	HLAA0101
1556	HLAA0101
1557	HLAA0101
1558	HLAA0101
1559	HLAA0101
1560	HLAA0101
1561	HLAA0101
1562	HLAA0101
1563	HLAA0101
1564	HLAA0101
1565	HLAA0101
1566	HLAA0101
1567	HLAA0101
1568	HLAA0101
1569	HLAA0101
1570	HLAA0101
1571	HLAA0101
1572	HLAA0101
1573	HLAA0101
1574	HLAA0101
1575	HLAA0101
1576	HLAA0101
1577	HLAA0101
1578	HLAA0101
1579	HLAA0101
1580	HLAA0101
1581	HLAA0101
1582	HLAA0101
1583	HLAA0101
1584	HLAA0101
1585	HLAA0101
1586	HLAA0101
1587	HLAA0101
1588	HLAA0101
1589	HLAA0101
1590	HLAA0101
1591	HLAA0101
1592	HLAA0101
1593	HLAA0101
1594	HLAA0101
1595	HLAA0101
1596	HLAA0101
1597	HLAA0101
1598	HLAA0101
1599	HLAA0101
1600	HLAA0101
1601	HLAA0101
1602	HLAA0101
1603	HLAA0101
1604	HLAA0101
1605	HLAA0101
1606	HLAA0101
1607	HLAA0101
1608	HLAA0101
1609	HLAA0101
1610	HLAA0101
1611	HLAA0101
1612	HLAA0101
1613	HLAA0101
1614	HLAA0101
1615	HLAA0101
1616	HLAA0101
1617	HLAA0101
1618	HLAA0101
1619	HLAA0101
1620	HLAA0101
1621	HLAA0101
1622	HLAA0101
1623	HLAA0101
1624	HLAA0101
1625	HLAA0101
1626	HLAA0101
1627	HLAA0101
1628	HLAA0101
1629	HLAA0101
1630	HLAA0101
1631	HLAA0101
1632	HLAA0101
1633	HLAA0101
1634	HLAA0101
1635	HLAA0101
1636	HLAA0101
1637	HLAA0101
1638	HLAA0101
1639	HLAA0101
1640	HLAA0101
1641	HLAA0101
1642	HLAA0101
1643	HLAA0101
1644	HLAA0101
1645	HLAA0101
1646	HLAA0101
1647	HLAA0101
1648	HLAA0101
1649	HLAA0101
1650	HLAA0101
1651	HLAA0101
1652	HLAA0101
1653	HLAA0101
1654	HLAA0101
1655	HLAA0101
1656	HLAA0101
1657	HLAA0101
1658	HLAA0101
1659	HLAA0101
1660	HLAA0101
1661	HLAA0101
1662	HLAA0101
1663	HLAA0101
1664	HLAA0101
1665	HLAA0101
1666	HLAA0101
1667	HLAA0101
1668	HLAA0101
1669	HLAA0101
1670	HLAA0101
1671	HLAA0101
1672	HLAA0101
1673	HLAA0101
1674	HLAA0101
1675	HLAA0101
1676	HLAA0101
1677	HLAA0101
1678	HLAA0101
1679	HLAA0101
1680	HLAA0101
1681	HLAA0101
1682	HLAA0101
1683	HLAA0101
1684	HLAA0101
1685	HLAA0101
1686	HLAA0101
1687	HLAA0101
1688	HLAA0101
1689	HLAA0101
1690	HLAA0101
1691	HLAA0101
1692	HLAA0101
1693	HLAA0101
1694	HLAA0101
1695	HLAA0101
1696	HLAA0101
1697	HLAA0101
1698	HLAA0101
1699	HLAA0101
1700	HLAA0101
1701	HLAA0101
1702	HLAA0101
1703	HLAA0101
1704	HLAA0101
1705	HLAA0101
1706	HLAA0101
1707	HLAA0101
1708	HLAA0101
1709	HLAA0101
1710	HLAA0101
1711	HLAA0101
1712	HLAA0101
1713	HLAA0101
1714	HLAA0101
1715	HLAA0101
1716	HLAA0101
1717	HLAA0101
1718	HLAA0101
1719	HLAA0101
1720	HLAA0101
1721	HLAA0101
1722	HLAA0101
1723	HLAA0101
1724	HLAA0101
1725	HLAA0101
1726	HLAA0101
1727	HLAA0101
1728	HLAA0101
1729	HLAA0101
1730	HLAA0101
1731	HLAA0101
1732	HLAA0101
1733	HLAA0101
1734	HLAA0101
1735	HLAA0101
1736	HLAA0101
1737	HLAA0101
1738	HLAA0101
1739	HLAA0101
1740	HLAA0101
1741	HLAA0101
1742	HLAA0101
1743	HLAA0101
1744	HLAA0101
1745	HLAA0101
1746	HLAA0101
1747	HLAA0101
1748	HLAA0101
1749	HLAA0101
1750	HLAA0101
1751	HLAA0101
1752	HLAA0101
1753	HLAA0101
1754	HLAA0101
1755	HLAA0101
1756	HLAA0101
1757	HLAA0101
1758	HLAA0101
1759	HLAA0101
1760	HLAA0101
1761	HLAA0101
1762	HLAA0101
1763	HLAA0101
1764	HLAA0101
1765	HLAA0101
1766	HLAA0101
1767	HLAA0101
1768	HLAA0101
1769	HLAA0101
1770	HLAA0101
1771	HLAA0101
1772	HLAA0101
1773	HLAA0101
1774	HLAA0101
1775	HLAA0101
1776	HLAA0101
1777	HLAA0101
1778	HLAA0101
1779	HLAA0101
1780	HLAA0101
1781	HLAA0101
1782	HLAA0101
1783	HLAA0101
1784	HLAA0101
1785	HLAA0101
1786	HLAA0101
1787	HLAA0101
1788	HLAA0101
1789	HLAA0101
1790	HLAA0101
1791	HLAA0101
1792	HLAA0101
1793	HLAA0101
1794	HLAA0101
1795	HLAA0101
1796	HLAA0101
1797	HLAA0101
1798	HLAA0101
1799	HLAA0101
1800	HLAA0101
1801	HLAA0101
1802	HLAA0101
1803	HLAA0101
1804	HLAA0101
1805	HLAA0101
1806	HLAA0101
1807	HLAA0101
1808	HLAA0101
1809	HLAA0101
1810	HLAA0101
1811	HLAA0101
1812	HLAA0101
1813	HLAA0101
1814	HLAA0101
1815	HLAA0101
1816	HLAA0101
1817	HLAA0101
1818	HLAA0101
1819	HLAA0101
1820	HLAA0101
1821	HLAA0101
1822	HLAA0101
1823	HLAA0101
1824	HLAA0101
1825	HLAA0101
1826	HLAA0101
1827	HLAA0101
1828	HLAA0101
1829	HLAA0101
1830	HLAA0101
1831	HLAA0101
1832	HLAA0101
1833	HLAA0101
1834	HLAA0101
1835	HLAA0101
1836	HLAA0101
1837	HLAA0101
1838	HLAA0101
1839	HLAA0101
1840	HLAA0101
1841	HLAA0101
1842	HLAA0101
1843	HLAA0101
1844	HLAA0101
1845	HLAA0101
1846	HLAA0101
1847	HLAA0101
1848	HLAA0101
1849	HLAA0101
1850	HLAA0101
1851	HLAA0101
1852	HLAA0101
1853	HLAA0101
1854	HLAA0101
1855	HLAA0101
1856	HLAA0101
1857	HLAA0101
1858	HLAA0101
1859	HLAA0101
1860	HLAA0101
1861	HLAA0101
1862	HLAA0101
1863	HLAA0101
1864	HLAA0101
1865	HLAA0101
1866	HLAA0101
1867	HLAA0101
1868	HLAA0101
1869	HLAA0101
1870	HLAA0101
1871	HLAA0101
1872	HLAA0101
1873	HLAA0101
1874	HLAA0101
1875	HLAA0101
1876	HLAA0101
1877	HLAA0101
1878	HLAA0101
1879	HLAA0101
1880	HLAA0101
1881	HLAA0101
1882	HLAA0101
1883	HLAA0101
1884	HLAA0101
1885	HLAA0101
1886	HLAA0101
1887	HLAA0101
1888	HLAA0101
1889	HLAA0101
1890	HLAA0101
1891	HLAA0101
1892	HLAA0101
1893	HLAA0101
1894	HLAA0101
1895	HLAA0101
1896	HLAA0101
1897	HLAA0101
1898	HLAA0101
1899	HLAA0101
1900	HLAA0101
1901	HLAA0101
1902	HLAA0101
1903	HLAA0101
1904	HLAA0101
1905	HLAA0101
1906	HLAA0101
1907	HLAA0101
1908	HLAA0101
1909	HLAA0101
1910	HLAA0101
1911	HLAA0101
1912	HLAA0101
1913	HLAA0101
1914	HLAA0101
1915	HLAA0101
1916	HLAA0101
1917	HLAA0101
1918	HLAA0101
1919	HLAA0101
1920	HLAA0101
1921	HLAA0101
1922	HLAA0101
1923	HLAA0101
1924	HLAA0101
1925	HLAA0101
1926	HLAA0101
1927	HLAA0101
1928	HLAA0101
1929	HLAA0101
1930	HLAA0101
1931	HLAA0101
1932	HLAA0101
1933	HLAA0101
1934	HLAA0101
1935	HLAA0101
1936	HLAA0101
1937	HLAA0101
1938	HLAA0101
1939	HLAA0101
1940	HLAA0101
1941	HLAA0101
1942	HLAA0101
1943	HLAA0101
1944	HLAA0101
1945	HLAA0101
1946	HLAA0101
1947	HLAA0101
1948	HLAA0101
1949	HLAA0101
1950	HLAA0101
1951	HLAA0101
1952	HLAA0101
1953	HLAA0101
1954	HLAA0101
1955	HLAA0101
1956	HLAA0101
1957	HLAA0101
1958	HLAA0101
1959	HLAA0101
1960	HLAA0101
1961	HLAA0101
1962	HLAA0101
1963	HLAA0101
1964	HLAA0101
1965	HLAA0101
1966	HLAA0101
1967	HLAA0101
1968	HLAA0101
1969	HLAA0101
1970	HLAA0101
1971	HLAA0101
1972	HLAA0101
1973	HLAA0101
1974	HLAA0101
1975	HLAA0101
1976	HLAA0101
1977	HLAA0101
1978	HLAA0101
1979	HLAA0101
1980	HLAA0101
1981	HLAA0101
1982	HLAA0101
1983	HLAA0101
1984	HLAA0101
1985	HLAA0101
1986	HLAA0101
1987	HLAA0101
1988	HLAA0101
1989	HLAA0101
1990	HLAA0101
1991	HLAA0101
1992	HLAA0101
1993	HLAA0101
1994	HLAA0101
1995	HLAA0101
1996	HLAA0101
1997	HLAA0101
1998	HLAA0101
1999	HLAA0101
2000	HLAA0101
2001	HLAA0101
2002	HLAA0101
2003	HLAA0101
2004	HLAA0101
2005	HLAA0101
2006	HLAA0101
2007	HLAA0101
2008	HLAA0101
2009	HLAA0101
2010	HLAA0101
2011	HLAA0101
2012	HLAA0101
2013	HLAA0101
2014	HLAA0101
2015	HLAA0101
2016	HLAA0101
2017	HLAA0101
2018	HLAA0101
2019	HLAA0101
2020	HLAA0101
2021	HLAA0101
2022	HLAA0101
2023	HLAA0101
2024	HLAA0101
2025	HLAA0101
2026	HLAA0101
2027	HLAA0101
2028	HLAA0101
2029	HLAA0101
2030	HLAA0101
2031	HLAA0101
2032	HLAA0101
2033	HLAA0101
2034	HLAA0101
2035	HLAA0101
2036	HLAA0101
2037	HLAA0101
2038	HLAA0101
2039	HLAA0101
2040	HLAA0101
2041	HLAA0101
2042	HLAA0101
2043	HLAA0101
2044	HLAA0101
2045	HLAA0101
2046	HLAA0101
2047	HLAA0101
2048	HLAA0101
2049	HLAA0101
2050	HLAA0101
2051	HLAA0101
2052	HLAA0101
2053	HLAA0101
2054	HLAA0101
2055	HLAA0101
2056	HLAA0101
2057	HLAA0101
2058	HLAA0101
2059	HLAA0101
2060	HLAA0101
2061	HLAA0101
2062	HLAA0101
2063	HLAA0101
2064	HLAA0101
2065	HLAA0101
2066	HLAA0101
2067	HLAA0101
2068	HLAA0101
2069	HLAA0101
2070	HLAA0101
2071	HLAA0101
2072	HLAA0101
2073	HLAA0101
2074	HLAA0101
2075	HLAA0101
2076	HLAA0101
2077	HLAA0101
2078	HLAA0101
2079	HLAA0101
2080	HLAA0101
2081	HLAA0101
2082	HLAA0101
2083	HLAA0101
2084	HLAA0101
2085	HLAA0101
2086	HLAA0101
2087	HLAA0101
2088	HLAA0101
2089	HLAA0101
2090	HLAA0101
2091	HLAA0101
2092	HLAA0101
2093	HLAA0101
2094	HLAA0101
2095	HLAA0101
2096	HLAA0101
2097	HLAA0101
2098	HLAA0101
2099	HLAA0101
2100	HLAA0101
2101	HLAA0101
2102	HLAA0101
2103	HLAA0101
2104	HLAA0101
2105	HLAA0101
2106	HLAA0101
2107	HLAA0101
2108	HLAA0101
2109	HLAA0101
2110	HLAA0101
2111	HLAA0101
2112	HLAA0101
2113	HLAA0101
2114	HLAA0101
2115	HLAA0101
2116	HLAA0101
2117	HLAA0101
2118	HLAA0101
2119	HLAA0101
2120	HLAA0101
2121	HLAA0101
2122	HLAA0101
2123	HLAA0101
2124	HLAA0101
2125	HLAA0101
2126	HLAA0101
2127	HLAA0101
2128	HLAA0101
2129	HLAA0101
2130	HLAA0101
2131	HLAA0101
2132	HLAA0101
2133	HLAA0101
2134	HLAA0101
2135	HLAA0101
2136	HLAA0101
2137	HLAA0101
2138	HLAA0101
2139	HLAA0101
2140	HLAA0101
2141	HLAA0101
2142	HLAA0101
2143	HLAA0101
2144	HLAA0101
2145	HLAA0101
2146	HLAA0101
2147	HLAA0101
2148	HLAA0101
2149	HLAA0101
2150	HLAA0101
2151	HLAA0101
2152	HLAA0101
2153	HLAA0101
2154	HLAA0101
2155	HLAA0101
2156	HLAA0101
2157	HLAA0101
2158	HLAA0101
2159	HLAA0101
2160	HLAA0101
2161	HLAA0101
2162	HLAA0101
2163	HLAA0101
2164	HLAA0101
2165	HLAA0101
2166	HLAA0101
2167	HLAA0101
2168	HLAA0101
2169	HLAA0101
2170	HLAA0101
2171	HLAA0101
2172	HLAA0101
2173	HLAA0101
2174	HLAA0101
2175	HLAA0101
2176	HLAA0101
2177	HLAA0101
2178	HLAA0101
2179	HLAA0101
2180	HLAA0101
2181	HLAA0101
2182	HLAA0101
2183	HLAA0101
2184	HLAA0101
2185	HLAA0101
2186	HLAA0101
2187	HLAA0101
2188	HLAA0101
2189	HLAA0101
2190	HLAA0101
2191	HLAA0101
2192	HLAA0101
2193	HLAA0101
2194	HLAA0101
2195	HLAA0101
2196	HLAA0101
2197	HLAA0101
2198	HLAA0101
2199	HLAA0101
2200	HLAA0101
2201	HLAA0101
2202	HLAA0101
2203	HLAA0101
2204	HLAA0101
2205	HLAA0101
2206	HLAA0101
2207	HLAA0101
2208	HLAA0101
2209	HLAA0101
2210	HLAA0101
2211	HLAA0101
2212	HLAA0101
2213	HLAA0101
2214	HLAA0101
2215	HLAA0101
2216	HLAA0101
2217	HLAA0101
2218	HLAA0101
2219	HLAA0101
2220	HLAA0101
2221	HLAA0101
2222	HLAA0101
2223	HLAA0101
2224	HLAA0101
2225	HLAA0101
2226	HLAA0101
2227	HLAA0101
2228	HLAA0101
2229	HLAA0101
2230	HLAA0101
2231	HLAA0101
2232	HLAA0101
2233	HLAA0101
2234	HLAA0101
2235	HLAA0101
2236	HLAA0101
2237	HLAA0101
2238	HLAA0101
2239	HLAA0101
2240	HLAA0101
2241	HLAA0101
2242	HLAA0101
2243	HLAA0101
2244	HLAA0101
2245	HLAA0101
2246	HLAA0101
2247	HLAA0101
2248	HLAA0101
2249	HLAA0101
2250	HLAA0101
2251	HLAA0101
2252	HLAA0101
2253	HLAA0101
2254	HLAA0101
2255	HLAA0101
2256	HLAA0101
2257	HLAA0101
2258	HLAA0101
2259	HLAA0101
2260	HLAA0101
2261	HLAA0101
2262	HLAA0101
2263	HLAA0101
2264	HLAA0101
2265	HLAA0101
2266	HLAA0101
2267	HLAA0101
2268	HLAA0101
2269	HLAA0101
2270	HLAA0101
2271	HLAA0101
2272	HLAA0101
2273	HLAA0101
2274	HLAA0101
2275	HLAA0101
2276	HLAA0101
2277	HLAA0101
2278	HLAA0101
2279	HLAA0101
2280	HLAA0101
2281	HLAA0101
2282	HLAA0101
2283	HLAA0101
2284	HLAA0101
2285	HLAA0101
2286	HLAA0101
2287	HLAA0101
2288	HLAA0101
2289	HLAA0101
2290	HLAA0101
2291	HLAA0101
2292	HLAA0101
2293	HLAA0101
2294	HLAA0101
2295	HLAA0101
2296	HLAA0101
2297	HLAA0101
2298	HLAA0101
2299	HLAA0101
2300	HLAA0101
2301	HLAA0101
2302	HLAA0101
2303	HLAA0101
2304	HLAA0101
2305	HLAA0101
2306	HLAA0101
2307	HLAA0101
2308	HLAA0101
2309	HLAA0101
2310	HLAA0101
2311	HLAA0101
2312	HLAA0101
2313	HLAA0101
2314	HLAA0101
2315	HLAA0101
2316	HLAA0101
2317	HLAA0101
2318	HLAA0101
2319	HLAA0101
2320	HLAA0101
2321	HLAA0101
2322	HLAA0101
2323	HLAA0101
2324	HLAA0101
2325	HLAA0101
2326	HLAA0101
2327	HLAA0101
2328	HLAA0101
2329	HLAA0101
2330	HLAA0101
2331	HLAA0101
2332	HLAA0101
2333	HLAA0101
2334	HLAA0101
2335	HLAA0101
2336	HLAA0101
2337	HLAA0101
2338	HLAA0101
2339	HLAA0101
2340	HLAA0101
2341	HLAA0101
2342	HLAA0101
2343	HLAA0101
2344	HLAA0101
2345	HLAA0101
2346	HLAA0101
2347	HLAA0101
2348	HLAA0101
2349	HLAA0101
2350	HLAA0101
2351	HLAA0101
2352	HLAA0101
2353	HLAA0101
2354	HLAA0101
2355	HLAA0101
2356	HLAA0101
2357	HLAA0101
2358	HLAA0101
2359	HLAA0101
2360	HLAA0101
2361	HLAA0101
2362	HLAA0101
2363	HLAA0101
2364	HLAA0101
2365	HLAA0101
2366	HLAA0101
2367	HLAA0101
2368	HLAA0101
2369	HLAA0101
2370	HLAA0101
2371	HLAA0101
2372	HLAA0101
2373	HLAA0101
2374	HLAA0101
2375	HLAA0101
2376	HLAA0101
2377	HLAA0101
2378	HLAA0101
2379	HLAA0101
2380	HLAA0101
2381	HLAA0101
2382	HLAA0101
2383	HLAA0101
2384	HLAA0101
2385	HLAA0101
2386	HLAA0101
2387	HLAA0101
2388	HLAA0101
2389	HLAA0101
2390	HLAA0101
2391	HLAA0101
2392	HLAA0101
2393	HLAA0101
2394	HLAA0101
2395	HLAA0101
2396	HLAA0101
2397	HLAA0101
2398	HLAA0101
2399	HLAA0101
2400	HLAA0101
2401	HLAA0101
2402	HLAA0101
2403	HLAA0101
2404	HLAA0101
2405	HLAA0101
2406	HLAA0101
2407	HLAA0101
2408	HLAA0101
2409	HLAA0101
2410	HLAA0101
2411	HLAA0101
2412	HLAA0101
2413	HLAA0101
2414	HLAA0101
2415	HLAA0101
2416	HLAA0101
2417	HLAA0101
2418	HLAA0101
2419	HLAA0101
2420	HLAA0101
2421	HLAA0101
2422	HLAA0101
2423	HLAA0101
2424	HLAA0101
2425	HLAA0101
2426	HLAA0101
2427	HLAA0101
2428	HLAA0101
2429	HLAA0101
2430	HLAA0101
2431	HLAA0101
2432	HLAA0101
2433	HLAA0101
2434	HLAA0101
2435	HLAA0101
2436	HLAA0101
2437	HLAA0101
2438	HLAA0101
2439	HLAA0101
2440	HLAA0101
2441	HLAA0101
2442	HLAA0101
2443	HLAA0101
2444	HLAA0101
2445	HLAA0101
2446	HLAA0101
2447	HLAA0101
2448	HLAA0101
2449	HLAA0101
2450	HLAA0101
2451	HLAA0101
2452	HLAA0101
2453	HLAA0101
2454	HLAA0101
2455	HLAA0101
2456	HLAA0101
2457	HLAA0101
2458	HLAA0101
2459	HLAA0101
2460	HLAA0101
2461	HLAA0101
2462	HLAA0101
2463	HLAA0101
2464	HLAA0101
2465	HLAA0101
2466	HLAA0101
2467	HLAA0101
2468	HLAA0101
2469	HLAA0101
2470	HLAA0101
2471	HLAA0101
2472	HLAA0101
2473	HLAA0101
2474	HLAA0101
2475	HLAA0101
2476	HLAA0101
2477	HLAA0101
2478	HLAA0101
2479	HLAA0101
2480	HLAA0101
2481	HLAA0101
2482	HLAA0101
2483	HLAA0101
2484	HLAA0101
2485	HLAA0101
2486	HLAA0101
2487	HLAA0101
2488	HLAA0101
2489	HLAA0101
2490	HLAA0101
2491	HLAA0101
2492	HLAA0101
2493	HLAA0101
2494	HLAA0101
2495	HLAA0101
2496	HLAA0101
2497	HLAA0101
2498	HLAA0101
2499	HLAA0101
2500	HLAA0101
2501	HLAA0101
2502	HLAA0101
2503	HLAA0101
2504	HLAA0101
2505	HLAA0101
2506	HLAA0101
2507	HLAA0101
2508	HLAA0101
2509	HLAA0101
2510	HLAA0101
2511	HLAA0101
2512	HLAA0101
2513	HLAA0101
2514	HLAA0101
2515	HLAA0101
2516	HLAA0101
2517	HLAA0101
2518	HLAA0101
2519	HLAA0101
2520	HLAA0101
2521	HLAA0101
2522	HLAA0101
2523	HLAA0101
2524	HLAA0101
2525	HLAA0101
2526	HLAA0101
2527	HLAA0101
2528	HLAA0101
2529	HLAA0101
2530	HLAA0101
2531	HLAA0101
2532	HLAA0101
2533	HLAA0101
2534	HLAA0101
2535	HLAA0101
2536	HLAA0101
2537	HLAA0101
2538	HLAA0101
2539	HLAA0101
2540	HLAA0101
2541	HLAA0101
2542	HLAA0101
2543	HLAA0101
2544	HLAA0101
2545	HLAA0101
2546	HLAA0101
2547	HLAA0101
2548	HLAA0101
2549	HLAA0101
2550	HLAA0101
2551	HLAA0101
2552	HLAA0101
2553	HLAA0101
2554	HLAA0101
2555	HLAA0101
2556	HLAA0101
2557	HLAA0101
2558	HLAA0101
2559	HLAA0101
2560	HLAA0101
2561	HLAA0101
2562	HLAA0101
2563	HLAA0101
2564	HLAA0101
2565	HLAA0101
2566	HLAA0101
2567	HLAA0101
2568	HLAA0101
2569	HLAA0101
2570	HLAA0101
2571	HLAA0101
2572	HLAA0101
2573	HLAA0101
2574	HLAA0101
2575	HLAA0101
2576	HLAA0101
2577	HLAA0101
2578	HLAA0101
2579	HLAA0101
2580	HLAA0101
2581	HLAA0101
2582	HLAA0101
2583	HLAA0101
2584	HLAA0101
2585	HLAA0101
2586	HLAA0101
2587	HLAA0101
2588	HLAA0101
2589	HLAA0101
2590	HLAA0101
2591	HLAA0101
2592	HLAA0101
2593	HLAA0101
2594	HLAA0101
2595	HLAA0101
2596	HLAA0101
2597	HLAA0101
2598	HLAA0101
2599	HLAA0101
2600	HLAA0101
2601	HLAA0101
2602	HLAA0101
2603	HLAA0101
2604	HLAA0101
2605	HLAA0101
2606	HLAA0101
2607	HLAA0101
2608	HLAA0101
2609	HLAA0101
2610	HLAA0101
2611	HLAA0101
2612	HLAA0101
2613	HLAA0101
2614	HLAA0101
2615	HLAA0101
2616	HLAA0101
2617	HLAA0101
2618	HLAA0101
2619	HLAA0101
2620	HLAA0101
2621	HLAA0101
2622	HLAA0101
2623	HLAA0101
2624	HLAA0101
2625	HLAA0101
2626	HLAA0101
2627	HLAA0101
2628	HLAA0101
2629	HLAA0101
2630	HLAA0101
2631	HLAA0101
2632	HLAA0101
2633	HLAA0101
2634	HLAA0101
2635	HLAA0101
2636	HLAA0101
2637	HLAA0101
2638	HLAA0101
2639	HLAA0101
2640	HLAA0101
2641	HLAA0101
2642	HLAA0101
2643	HLAA0101
2644	HLAA0101
2645	HLAA0101
2646	HLAA0101
2647	HLAA0101
2648	HLAA0101
2649	HLAA0101
2650	HLAA0101
2651	HLAA0101
2652	HLAA0101
2653	HLAA0101
2654	HLAA0101
2655	HLAA0101
2656	HLAA0101
2657	HLAA0101
2658	HLAA0101
2659	HLAA0101
2660	HLAA0101
2661	HLAA0101
2662	HLAA0101
2663	HLAA0101
2664	HLAA0101
2665	HLAA0101
2666	HLAA0101
2667	HLAA0101
2668	HLAA0101
2669	HLAA0101
2670	HLAA0101
2671	HLAA0101
2672	HLAA0101
2673	HLAA0101
2674	HLAA0101
2675	HLAA0101
2676	HLAA0101
2677	HLAA0101
2678	HLAA0101
2679	HLAA0101
2680	HLAA0101
2681	HLAA0101
2682	HLAA0101
2683	HLAA0101
2684	HLAA0101
2685	HLAA0101
2686	HLAA0101
2687	HLAA0101
2688	HLAA0101
2689	HLAA0101
2690	HLAA0101
2691	HLAA0101
2692	HLAA0101
2693	HLAA0101
2694	HLAA0101
2695	HLAA0101
2696	HLAA0101
2697	HLAA0101
2698	HLAA0101
2699	HLAA0101
2700	HLAA0101
2701	HLAA0101
2702	HLAA0101
2703	HLAA0101
2704	HLAA0101
2705	HLAA0101
2706	HLAA0101
2707	HLAA0101
2708	HLAA0101
2709	HLAA0101
2710	HLAA0101
2711	HLAA0101
2712	HLAA0101
2713	HLAA0101
2714	HLAA0101
2715	HLAA0101
2716	HLAA0101
2717	HLAA0101
2718	HLAA0101
2719	HLAA0101
2720	HLAA0101
2721	HLAA0101
2722	HLAA0101
2723	HLAA0101
2724	HLAA0101
2725	HLAA0101
2726	HLAA0101
2727	HLAA0101
2728	HLAA0101
2729	HLAA0101
2730	HLAA0101
2731	HLAA0101
2732	HLAA0101
2733	HLAA0101
2734	HLAA0101
2735	HLAA0101
2736	HLAA0101
2737	HLAA0101
2738	HLAA0101
2739	HLAA0101
2740	HLAA0101
2741	HLAA0101
2742	HLAA0101
2743	HLAA0101
2744	HLAA0101
2745	HLAA0101
2746	HLAA0101
2747	HLAA0101
2748	HLAA0101
2749	HLAA0101
2750	HLAA0101
2751	HLAA0101
2752	HLAA0101
2753	HLAA0101
2754	HLAA0101
2755	HLAA0101
2756	HLAA0101
2757	HLAA0101
2758	HLAA0101
2759	HLAA0101
2760	HLAA0101
2761	HLAA0101
2762	HLAA0101
2763	HLAA0101
2764	HLAA0101
2765	HLAA0101
2766	HLAA0101
2767	HLAA0101
2768	HLAA0101
2769	HLAA0101
2770	HLAA0101
2771	HLAA0101
2772	HLAA0101
2773	HLAA0101
2774	HLAA0101
2775	HLAA0101
2776	HLAA0101
2777	HLAA0101
2778	HLAA0101
2779	HLAA0101
2780	HLAA0101
2781	HLAA0101
2782	HLAA0101
2783	HLAA0101
2784	HLAA0101
2785	HLAA0101
2786	HLAA0101
2787	HLAA0101
2788	HLAA0101
2789	HLAA0101
2790	HLAA0101
2791	HLAA0101
2792	HLAA0101
2793	HLAA0101
2794	HLAA0101
2795	HLAA0101
2796	HLAA0101
2797	HLAA0101
2798	HLAA0101
2799	HLAA0101
2800	HLAA0101
2801	HLAA0101
2802	HLAA0101
2803	HLAA0101
2804	HLAA0101
2805	HLAA0101
2806	HLAA0101
2807	HLAA0101
2808	HLAA0101
2809	HLAA0101
2810	HLAA0101
2811	HLAA0101
2812	HLAA0101
2813	HLAA0101
2814	HLAA0101
2815	HLAA0101
2816	HLAA0101
2817	HLAA0101
2818	HLAA0101
2819	HLAA0101
2820	HLAA0101
2821	HLAA0101
2822	HLAA0101
2823	HLAA0101
2824	HLAA0101
2825	HLAA0101
2826	HLAA0101
2827	HLAA0101
2828	HLAA0101
2829	HLAA0101
2830	HLAA0101
2831	HLAA0101
2832	HLAA0101
2833	HLAA0101
2834	HLAA0101
2835	HLAA0101
2836	HLAA0101
2837	HLAA0101
2838	HLAA0101
2839	HLAA0101
2840	HLAA0101
2841	HLAA0101
2842	HLAA0101
2843	HLAA0101
2844	HLAA0101
2845	HLAA0101
2846	HLAA0101
2847	HLAA0101
2848	HLAA0101
2849	HLAA0101
2850	HLAA0101
2851	HLAA0101
2852	HLAA0101
2853	HLAA0101
2854	HLAA0101
2855	HLAA0101
2856	HLAA0101
2857	HLAA0101
2858	HLAA0101
2859	HLAA0101
2860	HLAA0101
2861	HLAA0101
2862	HLAA0101
2863	HLAA0101
2864	HLAA0101
2865	HLAA0101
2866	HLAA0101
2867	HLAA0101
2868	HLAA0101
2869	HLAA0101
2870	HLAA0101
2871	HLAA0101
2872	HLAA0101
2873	HLAA0101
2874	HLAA0101
2875	HLAA0101
2876	HLAA0101
2877	HLAA0101
2878	HLAA0101
2879	HLAA0101
2880	HLAA0101
2881	HLAA0101
2882	HLAA0101
2883	HLAA0101
2884	HLAA0101
2885	HLAA0101
2886	HLAA0101
2887	HLAA0101
2888	HLAA0101
2889	HLAA0101
2890	HLAA0101
2891	HLAA0101
2892	HLAA0101
2893	HLAA0101
2894	HLAA0101
2895	HLAA0101
2896	HLAA0101
2897	HLAA0101
